id,name_en,name_ja,base_stat_total,hp,attack,defense,special-attack,special-defense,speed,types,sprite_url,generation,evolution_stage,is_legendary,is_mythical
333,swablu,チルット,310,45,40,60,40,75,50,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,generation-iii,0,False,False
334,altaria,チルタリス,490,75,70,90,70,105,80,"dragon,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,generation-iii,1,False,False
335,zangoose,ザングース,458,73,115,60,60,60,90,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,generation-iii,0,False,False
336,seviper,ハブネーク,458,73,100,60,100,60,65,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,generation-iii,0,False,False
337,lunatone,ルナトーン,460,90,55,65,95,85,70,"rock,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,generation-iii,0,False,False
338,solrock,ソルロック,460,90,95,85,55,65,70,"rock,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,generation-iii,0,False,False
339,barboach,ドジョッチ,288,50,48,43,46,41,60,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,generation-iii,0,False,False
340,whiscash,ナマズン,468,110,78,73,76,71,60,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,generation-iii,1,False,False
341,corphish,ヘイガニ,308,43,80,65,50,35,35,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,generation-iii,0,False,False
342,crawdaunt,シザリガー,468,63,120,85,90,55,55,"water,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,generation-iii,1,False,False
343,baltoy,ヤジロン,300,40,40,55,40,70,55,"ground,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,generation-iii,0,False,False
344,claydol,ネンドール,500,60,70,105,70,120,75,"ground,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,generation-iii,1,False,False
345,lileep,リリーラ,355,66,41,77,61,87,23,"rock,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,generation-iii,0,False,False
346,cradily,ユレイドル,495,86,81,97,81,107,43,"rock,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,generation-iii,1,False,False
347,anorith,アノプス,355,45,95,50,40,50,75,"rock,bug",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,generation-iii,0,False,False
348,armaldo,アーマルド,495,75,125,100,70,80,45,"rock,bug",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,generation-iii,1,False,False
349,feebas,ヒンバス,200,20,15,20,10,55,80,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,generation-iii,0,False,False
350,milotic,ミロカロス,540,95,60,79,100,125,81,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,generation-iii,1,False,False
351,castform,ポワルン,420,70,70,70,70,70,70,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,generation-iii,0,False,False
352,kecleon,カクレオン,440,60,90,70,60,120,40,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,generation-iii,0,False,False
353,shuppet,カゲボウズ,295,44,75,35,63,33,45,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,generation-iii,0,False,False
354,banette,ジュペッタ,455,64,115,65,83,63,65,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,generation-iii,1,False,False
355,duskull,ヨマワル,295,20,40,90,30,90,25,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,generation-iii,0,False,False
356,dusclops,サマヨール,455,40,70,130,60,130,25,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,generation-iii,1,False,False
357,tropius,トロピウス,460,99,68,83,72,87,51,"grass,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,generation-iii,0,False,False
358,chimecho,チリーン,455,75,50,80,95,90,65,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,generation-iii,1,False,False
359,absol,アブソル,465,65,130,60,75,60,75,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,generation-iii,0,False,False
360,wynaut,ソーナノ,260,95,23,48,23,48,23,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,generation-iii,0,False,False
361,snorunt,ユキワラシ,300,50,50,50,50,50,50,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,generation-iii,0,False,False
362,glalie,オニゴーリ,480,80,80,80,80,80,80,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,generation-iii,1,False,False
363,spheal,タマザラシ,290,70,40,50,55,50,25,"ice,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,generation-iii,0,False,False
364,sealeo,トドグラー,410,90,60,70,75,70,45,"ice,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,generation-iii,1,False,False
365,walrein,トドゼルガ,530,110,80,90,95,90,65,"ice,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,generation-iii,2,False,False
366,clamperl,パールル,345,35,64,85,74,55,32,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,generation-iii,0,False,False
367,huntail,ハンテール,485,55,104,105,94,75,52,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,generation-iii,1,False,False
368,gorebyss,サクラビス,485,55,84,105,114,75,52,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,generation-iii,1,False,False
369,relicanth,ジーランス,485,100,90,130,45,65,55,"water,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,generation-iii,0,False,False
370,luvdisc,ラブカス,330,43,30,55,40,65,97,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,generation-iii,0,False,False
371,bagon,タツベイ,300,45,75,60,40,30,50,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,generation-iii,0,False,False
372,shelgon,コモルー,420,65,95,100,60,50,50,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,generation-iii,1,False,False
373,salamence,ボーマンダ,600,95,135,80,110,80,100,"dragon,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,generation-iii,2,False,False
374,beldum,ダンバル,300,40,55,80,35,60,30,"steel,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,generation-iii,0,False,False
375,metang,メタング,420,60,75,100,55,80,50,"steel,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,generation-iii,1,False,False
376,metagross,メタグロス,600,80,135,130,95,90,70,"steel,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,generation-iii,2,False,False
377,regirock,レジロック,580,80,100,200,50,100,50,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,generation-iii,0,True,False
378,regice,レジアイス,580,80,50,100,100,200,50,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,generation-iii,0,True,False
379,registeel,レジスチル,580,80,75,150,75,150,50,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,generation-iii,0,True,False
380,latias,ラティアス,600,80,80,90,110,130,110,"dragon,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,generation-iii,0,True,False
381,latios,ラティオス,600,80,90,80,130,110,110,"dragon,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,generation-iii,0,True,False
382,kyogre,カイオーガ,670,100,100,90,150,140,90,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,generation-iii,0,True,False
383,groudon,グラードン,670,100,150,140,100,90,90,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,generation-iii,0,True,False
384,rayquaza,レックウザ,680,105,150,90,150,90,95,"dragon,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,generation-iii,0,True,False
385,jirachi,ジラーチ,600,100,100,100,100,100,100,"steel,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,generation-iii,0,False,True
386,deoxys-normal,デオキシス,600,50,150,50,150,50,150,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,generation-iii,-1,False,True
387,turtwig,ナエトル,318,55,68,64,45,55,31,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,generation-iv,0,False,False
388,grotle,ハヤシガメ,405,75,89,85,55,65,36,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,generation-iv,1,False,False
389,torterra,ドダイトス,525,95,109,105,75,85,56,"grass,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,generation-iv,2,False,False
390,chimchar,ヒコザル,309,44,58,44,58,44,61,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,generation-iv,0,False,False
391,monferno,モウカザル,405,64,78,52,78,52,81,"fire,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,generation-iv,1,False,False
392,infernape,ゴウカザル,534,76,104,71,104,71,108,"fire,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,generation-iv,2,False,False
393,piplup,ポッチャマ,314,53,51,53,61,56,40,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,generation-iv,0,False,False
394,prinplup,ポッタイシ,405,64,66,68,81,76,50,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,generation-iv,1,False,False
395,empoleon,エンペルト,530,84,86,88,111,101,60,"water,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,generation-iv,2,False,False
396,starly,ムックル,245,40,55,30,30,30,60,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,generation-iv,0,False,False
397,staravia,ムクバード,340,55,75,50,40,40,80,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,generation-iv,1,False,False
398,staraptor,ムクホーク,485,85,120,70,50,60,100,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,generation-iv,2,False,False
399,bidoof,ビッパ,250,59,45,40,35,40,31,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,generation-iv,0,False,False
400,bibarel,ビーダル,410,79,85,60,55,60,71,"normal,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,generation-iv,1,False,False
401,kricketot,コロボーシ,194,37,25,41,25,41,25,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,generation-iv,0,False,False
402,kricketune,コロトック,384,77,85,51,55,51,65,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,generation-iv,1,False,False
403,shinx,コリンク,263,45,65,34,40,34,45,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,generation-iv,0,False,False
404,luxio,ルクシオ,363,60,85,49,60,49,60,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,generation-iv,1,False,False
405,luxray,レントラー,523,80,120,79,95,79,70,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,generation-iv,2,False,False
406,budew,スボミー,280,40,30,35,50,70,55,"grass,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,generation-iv,0,False,False
407,roserade,ロズレイド,515,60,70,65,125,105,90,"grass,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,generation-iv,2,False,False
408,cranidos,ズガイドス,350,67,125,40,30,30,58,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,generation-iv,0,False,False
409,rampardos,ラムパルド,495,97,165,60,65,50,58,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,generation-iv,1,False,False
410,shieldon,タテトプス,350,30,42,118,42,88,30,"rock,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,generation-iv,0,False,False
411,bastiodon,トリデプス,495,60,52,168,47,138,30,"rock,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,generation-iv,1,False,False
412,burmy,ミノムッチ,224,40,29,45,29,45,36,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,generation-iv,0,False,False
413,wormadam-plant,ミノマダム,424,60,59,85,79,105,36,"bug,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,generation-iv,-1,False,False
414,mothim,ガーメイル,424,70,94,50,94,50,66,"bug,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,generation-iv,1,False,False
415,combee,ミツハニー,244,30,30,42,30,42,70,"bug,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,generation-iv,0,False,False
416,vespiquen,ビークイン,474,70,80,102,80,102,40,"bug,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,generation-iv,1,False,False
417,pachirisu,パチリス,405,60,45,70,45,90,95,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,generation-iv,0,False,False
418,buizel,ブイゼル,330,55,65,35,60,30,85,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,generation-iv,0,False,False
419,floatzel,フローゼル,495,85,105,55,85,50,115,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,generation-iv,1,False,False
420,cherubi,チェリンボ,275,45,35,45,62,53,35,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,generation-iv,0,False,False
421,cherrim,チェリム,450,70,60,70,87,78,85,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,generation-iv,1,False,False
422,shellos,カラナクシ,325,76,48,48,57,62,34,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,generation-iv,0,False,False
423,gastrodon,トリトドン,475,111,83,68,92,82,39,"water,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,generation-iv,1,False,False
424,ambipom,エテボース,482,75,100,66,60,66,115,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,generation-iv,1,False,False
425,drifloon,フワンテ,348,90,50,34,60,44,70,"ghost,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,generation-iv,0,False,False
426,drifblim,フワライド,498,150,80,44,90,54,80,"ghost,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,generation-iv,1,False,False
427,buneary,ミミロル,350,55,66,44,44,56,85,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,generation-iv,0,False,False
428,lopunny,ミミロップ,480,65,76,84,54,96,105,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,generation-iv,1,False,False
429,mismagius,ムウマージ,495,60,60,60,105,105,105,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,generation-iv,1,False,False
430,honchkrow,ドンカラス,505,100,125,52,105,52,71,"dark,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,generation-iv,1,False,False
431,glameow,ニャルマー,310,49,55,42,42,37,85,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,generation-iv,0,False,False
432,purugly,ブニャット,452,71,82,64,64,59,112,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,generation-iv,1,False,False
433,chingling,リーシャン,285,45,30,50,65,50,45,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,generation-iv,0,False,False
434,stunky,スカンプー,329,63,63,47,41,41,74,"poison,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,generation-iv,0,False,False
435,skuntank,スカタンク,479,103,93,67,71,61,84,"poison,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,generation-iv,1,False,False
436,bronzor,ドーミラー,300,57,24,86,24,86,23,"steel,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,generation-iv,0,False,False
437,bronzong,ドータクン,500,67,89,116,79,116,33,"steel,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,generation-iv,1,False,False
438,bonsly,ウソハチ,290,50,80,95,10,45,10,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,generation-iv,0,False,False
439,mime-jr,マネネ,310,20,25,45,70,90,60,"psychic,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,generation-iv,0,False,False
440,happiny,ピンプク,220,100,5,5,15,65,30,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,generation-iv,0,False,False
441,chatot,ペラップ,411,76,65,45,92,42,91,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,generation-iv,0,False,False
442,spiritomb,ミカルゲ,485,50,92,108,92,108,35,"ghost,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,generation-iv,0,False,False
443,gible,フカマル,300,58,70,45,40,45,42,"dragon,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,generation-iv,0,False,False
444,gabite,ガバイト,410,68,90,65,50,55,82,"dragon,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,generation-iv,1,False,False
445,garchomp,ガブリアス,600,108,130,95,80,85,102,"dragon,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,generation-iv,2,False,False
446,munchlax,ゴンベ,390,135,85,40,40,85,5,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,generation-iv,0,False,False
447,riolu,リオル,285,40,70,40,35,40,60,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,generation-iv,0,False,False
448,lucario,ルカリオ,525,70,110,70,115,70,90,"fighting,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,generation-iv,1,False,False
449,hippopotas,ヒポポタス,330,68,72,78,38,42,32,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,generation-iv,0,False,False
450,hippowdon,カバルドン,525,108,112,118,68,72,47,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,generation-iv,1,False,False
451,skorupi,スコルピ,330,40,50,90,30,55,65,"poison,bug",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,generation-iv,0,False,False
452,drapion,ドラピオン,500,70,90,110,60,75,95,"poison,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,generation-iv,1,False,False
453,croagunk,グレッグル,300,48,61,40,61,40,50,"poison,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,generation-iv,0,False,False
454,toxicroak,ドクロッグ,490,83,106,65,86,65,85,"poison,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,generation-iv,1,False,False
455,carnivine,マスキッパ,454,74,100,72,90,72,46,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,generation-iv,0,False,False
456,finneon,ケイコウオ,330,49,49,56,49,61,66,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,generation-iv,0,False,False
457,lumineon,ネオラント,460,69,69,76,69,86,91,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,generation-iv,1,False,False
458,mantyke,タマンタ,345,45,20,50,60,120,50,"water,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,generation-iv,0,False,False
459,snover,ユキカブリ,334,60,62,50,62,60,40,"grass,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,generation-iv,0,False,False
460,abomasnow,ユキノオー,494,90,92,75,92,85,60,"grass,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,generation-iv,1,False,False
461,weavile,マニューラ,510,70,120,65,45,85,125,"dark,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,generation-iv,1,False,False
462,magnezone,ジバコイル,535,70,70,115,130,90,60,"electric,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,generation-iv,2,False,False
463,lickilicky,ベロベルト,515,110,85,95,80,95,50,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,generation-iv,1,False,False
464,rhyperior,ドサイドン,535,115,140,130,55,55,40,"ground,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,generation-iv,2,False,False
465,tangrowth,モジャンボ,535,100,100,125,110,50,50,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,generation-iv,1,False,False
466,electivire,エレキブル,540,75,123,67,95,85,95,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,generation-iv,2,False,False
467,magmortar,ブーバーン,540,75,95,67,125,95,83,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,generation-iv,2,False,False
468,togekiss,トゲキッス,545,85,50,95,120,115,80,"fairy,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,generation-iv,2,False,False
469,yanmega,メガヤンマ,515,86,76,86,116,56,95,"bug,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,generation-iv,1,False,False
470,leafeon,リーフィア,525,65,110,130,60,65,95,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,generation-iv,1,False,False
471,glaceon,グレイシア,525,65,60,110,130,95,65,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,generation-iv,1,False,False
472,gliscor,グライオン,510,75,95,125,45,75,95,"ground,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,generation-iv,1,False,False
473,mamoswine,マンムー,530,110,130,80,70,60,80,"ice,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,generation-iv,2,False,False
474,porygon-z,ポリゴンＺ,535,85,80,70,135,75,90,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,generation-iv,2,False,False
475,gallade,エルレイド,518,68,125,65,65,115,80,"psychic,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,generation-iv,2,False,False
476,probopass,ダイノーズ,525,60,55,145,75,150,40,"rock,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,generation-iv,1,False,False
477,dusknoir,ヨノワール,525,45,100,135,65,135,45,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,generation-iv,2,False,False
478,froslass,ユキメノコ,480,70,80,70,80,70,110,"ice,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,generation-iv,1,False,False
479,rotom,ロトム,440,50,50,77,95,77,91,"electric,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,generation-iv,0,False,False
480,uxie,ユクシー,580,75,75,130,75,130,95,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,generation-iv,0,True,False
481,mesprit,エムリット,580,80,105,105,105,105,80,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,generation-iv,0,True,False
482,azelf,アグノム,580,75,125,70,125,70,115,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,generation-iv,0,True,False
483,dialga,ディアルガ,680,100,120,120,150,100,90,"steel,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,generation-iv,0,True,False
484,palkia,パルキア,680,90,120,100,150,120,100,"water,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,generation-iv,0,True,False
485,heatran,ヒードラン,600,91,90,106,130,106,77,"fire,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,generation-iv,0,True,False
486,regigigas,レジギガス,670,110,160,110,80,110,100,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,generation-iv,0,True,False
487,giratina-altered,ギラティナ,680,150,100,120,100,120,90,"ghost,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,generation-iv,-1,True,False
488,cresselia,クレセリア,580,120,70,110,75,120,85,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,generation-iv,0,True,False
489,phione,フィオネ,480,80,80,80,80,80,80,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,generation-iv,0,False,True
490,manaphy,マナフィ,600,100,100,100,100,100,100,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,generation-iv,1,False,True
491,darkrai,ダークライ,600,70,90,90,135,90,125,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,generation-iv,0,False,True
492,shaymin-land,シェイミ,600,100,100,100,100,100,100,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,generation-iv,-1,False,True
493,arceus,アルセウス,720,120,120,120,120,120,120,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,generation-iv,0,False,True
494,victini,ビクティニ,600,100,100,100,100,100,100,"psychic,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,generation-v,0,False,True
495,snivy,ツタージャ,308,45,45,55,45,55,63,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,generation-v,0,False,False
496,servine,ジャノビー,413,60,60,75,60,75,83,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,generation-v,1,False,False
497,serperior,ジャローダ,528,75,75,95,75,95,113,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,generation-v,2,False,False
